User,Tweets,Link to Tweet,Date/Time
@realDonaldTrump,"Remarks from the Roosevelt Room with @SenateMajLdr Mitch McConnell, @SpeakerRyan and Secretary of Defense, General James Mattis. https://t.co/lZMqK5jBvh",http://twitter.com/realDonaldTrump/status/935632396841562112,"November 28, 2017 at 05:12PM"
@realDonaldTrump,"Dow, S&amp;P 500 and Nasdaq all finished the day at new RECORD HIGHS! https://t.co/wJyB9d00hh",http://twitter.com/realDonaldTrump/status/935636972252618753,"November 28, 2017 at 05:30PM"
@realDonaldTrump,"“The Conference Board said that consumer sentiment was at its highest level in nearly 17 years in November. The Consumer Confidence Index rose from 126.2 in October to 129.5, notching its best reading since December 2000...” https://t.co/iNOtT3K8Vn",http://twitter.com/realDonaldTrump/status/935640578007687168,"November 28, 2017 at 05:44PM"
@realDonaldTrump,"RT @narendramodi: Had a wonderful meeting with @IvankaTrump, advisor to @POTUS and leader of the US delegation at the @GES2017. https://t.co/X5XE0UvEq9",http://twitter.com/realDonaldTrump/status/935656027026051072,"November 28, 2017 at 06:45PM"
@realDonaldTrump,"After North Korea missile launch, it's more important than ever to fund our gov't &amp; military! Dems shouldn't hold troop funding hostage for amnesty &amp; illegal immigration. I ran on stopping illegal immigration and won big. They can't now threaten a shutdown to get their demands.",http://twitter.com/realDonaldTrump/status/935686205429157888,"November 28, 2017 at 08:45PM"
@realDonaldTrump,"Charles McCullough, the respected fmr Intel Comm Inspector General, said public was misled on Crooked Hillary Emails. “Emails endangered National Security.” Why aren’t our deep State authorities looking at this? Rigged &amp; corrupt? @TuckerCarlson @seanhannity",http://twitter.com/realDonaldTrump/status/935701139198181376,"November 28, 2017 at 09:45PM"
@realDonaldTrump,"Just won the lawsuit on leadership of Consumer Financial Protection Bureau, CFPB. A big win for the Consumer!",http://twitter.com/realDonaldTrump/status/935712056690577414,"November 28, 2017 at 10:28PM"
@realDonaldTrump,Great work Ivanka! https://t.co/AQL4JLvnDh,http://twitter.com/realDonaldTrump/status/935712632409030656,"November 28, 2017 at 10:30PM"
@realDonaldTrump,Great day for Tax Cuts and the Republican Party. But the biggest Winner will be our great Country!,http://twitter.com/realDonaldTrump/status/935713791765110785,"November 28, 2017 at 10:35PM"
@realDonaldTrump,RT @EricTrump: #MakeAmericaGreatAgain https://t.co/Q7AiR0buM2,http://twitter.com/realDonaldTrump/status/935832847654576128,"November 29, 2017 at 06:28AM"
@realDonaldTrump,".@foxandfriends, we are in record territory in all things having to do with our economy! https://t.co/VB0Ao3s18d",http://twitter.com/realDonaldTrump/status/935833914761007114,"November 29, 2017 at 06:32AM"
@realDonaldTrump,RT @JaydaBF: VIDEO: Muslim migrant beats up Dutch boy on crutches! https://t.co/11LgbfFJDq,http://twitter.com/realDonaldTrump/status/935835032370982913,"November 29, 2017 at 06:37AM"
@realDonaldTrump,RT @JaydaBF: VIDEO: Muslim Destroys a Statue of Virgin Mary! https://t.co/qhkrfQrtjV,http://twitter.com/realDonaldTrump/status/935836583986630657,"November 29, 2017 at 06:43AM"
@realDonaldTrump,RT @JaydaBF: VIDEO: Islamist mob pushes teenage boy off roof and beats him to death! https://t.co/XxtlxNNSiP,http://twitter.com/realDonaldTrump/status/935836798755930112,"November 29, 2017 at 06:44AM"
@realDonaldTrump,"Great, and we should boycott Fake News CNN. Dealing with them is a total waste of time! https://t.co/8zJ3j7g5el",http://twitter.com/realDonaldTrump/status/935838073618870272,"November 29, 2017 at 06:49AM"
@realDonaldTrump,Looks like another great day for the Stock Market. Consumer Confidence is at Record High. I guess somebody likes me (my policies)!,http://twitter.com/realDonaldTrump/status/935841679977910272,"November 29, 2017 at 07:03AM"
@realDonaldTrump,"Wow, Matt Lauer was just fired from NBC for “inappropriate sexual behavior in the workplace.” But when will the top executives at NBC &amp; Comcast be fired for putting out so much Fake News. Check out Andy Lack’s past!",http://twitter.com/realDonaldTrump/status/935844881825763328,"November 29, 2017 at 07:16AM"
@realDonaldTrump,So now tha Matt Lauer is gone when will the Fake News practitioners at NBC be terminating the contract of Phil Griffin? And will they terminate low ratings Joe Scarborough based on the “unsolved mystery” that took place in Florida years ago? Investigate!,http://twitter.com/realDonaldTrump/status/935870484146683904,"November 29, 2017 at 08:58AM"
@realDonaldTrump,So now that Matt Lauer is gone when will the Fake News practitioners at NBC be terminating the contract of Phil Griffin? And will they terminate low ratings Joe Scarborough based on the “unsolved mystery” that took place in Florida years ago? Investigate!,http://twitter.com/realDonaldTrump/status/935874566701842434,"November 29, 2017 at 09:14AM"
@realDonaldTrump,Just spoke to President XI JINPING of China concerning the provocative actions of North Korea. Additional major sanctions will be imposed on North Korea today. This situation will be handled!,http://twitter.com/realDonaldTrump/status/935881037254725632,"November 29, 2017 at 09:40AM"
@realDonaldTrump,"Economy growing! Excluding hurricane effects, CEA estimates that real GDP growth would have been 3.9% in Q3.

Stock market at a new high, unemployment at a low. We are winning and TAX CUTS will shift our economy into high gear! https://t.co/HrKIF72VqE",http://twitter.com/realDonaldTrump/status/935883355547160577,"November 29, 2017 at 09:49AM"
@realDonaldTrump,"Departing @JBA_NAFW for St. Charles, Missouri to help push our plan for HISTORIC TAX CUTS across the finish line.

A successful vote in the Senate this week will bring us one giant step closer to delivering an incredible victory for the American people!
https://t.co/jR1DEUnm2h https://t.co/XF9sRwdV8u",http://twitter.com/realDonaldTrump/status/935940131311190021,"November 29, 2017 at 01:34PM"
@realDonaldTrump,"This week, the Senate can join the House &amp; take a strong stand for the Middle Class families who are the backbone of America. Together, we will give the American people a big, beautiful Christmas present-a massive tax cut that lets Americans keep more of their HARD-EARNED MONEY! https://t.co/9jddEW2Oo5",http://twitter.com/realDonaldTrump/status/936005585019002887,"November 29, 2017 at 05:54PM"
@realDonaldTrump,"A vote to CUT TAXES is a vote to PUT AMERICA FIRST. It is time to take care of OUR WORKERS, to protect OUR COMMUNITIES, and to REBUILD OUR GREAT COUNTRY! https://t.co/wW3QNxcCHf https://t.co/sRL2yRK6k2",http://twitter.com/realDonaldTrump/status/936014271858831361,"November 29, 2017 at 06:29PM"
@realDonaldTrump,"Now, we have a once in a lifetime opportunity to RESTORE AMERICAN PROSPERITY – and RECLAIM AMERICA’S DESTINY.

But in order to achieve this bright and glowing future, the SENATE MUST PASS TAX CUTS – and bring Main Street roaring back to life!
https://t.co/jMNwEMrbbr https://t.co/3Niu0thp1D",http://twitter.com/realDonaldTrump/status/936032275980079104,"November 29, 2017 at 07:40PM"
@realDonaldTrump,"Theresa @theresamay, don’t focus on me, focus on the destructive Radical Islamic Terrorism that is taking place within the United Kingdom. We are doing just fine!",http://twitter.com/realDonaldTrump/status/936032830844555264,"November 29, 2017 at 07:43PM"
@realDonaldTrump,".@Theresa_May, don’t focus on me, focus on the destructive Radical Islamic Terrorism that is taking place within the United Kingdom. We are doing just fine!",http://twitter.com/realDonaldTrump/status/936037588372283392,"November 29, 2017 at 08:02PM"
@realDonaldTrump,The House of Representatives seeks contempt citations(?) against the JusticeDepartment and the FBI for withholding key documents and an FBI witness which could shed light on surveillance of associates of Donald Trump. Big stuff. Deep State. Give this information NOW! @FoxNews,http://twitter.com/realDonaldTrump/status/936037938898636800,"November 29, 2017 at 08:03PM"
@realDonaldTrump,The only people who don’t like the Tax Cut Bill are the people that don’t understand it or the Obstructionist Democrats that know how really good it is and do not want the credit and success to go to the Republicans!,http://twitter.com/realDonaldTrump/status/936039501474025473,"November 29, 2017 at 08:09PM"
@realDonaldTrump,"“Had the information (Crooked Hillary’s emails) been released there would have been harm to National Security....""
Charles McCullough
Fmr Intel Comm Inspector General https://t.co/b0tLW5TVhX",http://twitter.com/realDonaldTrump/status/936052257392676864,"November 29, 2017 at 09:00PM"
@realDonaldTrump,Funny to hear the Democrats talking about the National Debt when President Obama doubled it in only 8 years!,http://twitter.com/realDonaldTrump/status/936058006659321858,"November 29, 2017 at 09:23PM"
@realDonaldTrump,"The Failing @nytimes, the pipe organ for the Democrat Party, has become a virtual lobbyist for them with regard to our massive Tax Cut Bill. They are wrong so often that now I know we have a winner!",http://twitter.com/realDonaldTrump/status/936203511037136897,"November 30, 2017 at 07:01AM"
@realDonaldTrump,The Failing @nytimes has totally gone against the Social Media Guidelines that they installed to preserve some credibility after many of their biased reporters went Rogue!  @foxandfriends,http://twitter.com/realDonaldTrump/status/936206961728786432,"November 30, 2017 at 07:15AM"
@realDonaldTrump,"The Chinese Envoy, who just returned from North Korea, seems to have had no impact on Little Rocket Man. Hard to believe his people, and the military, put up with living in such horrible conditions. Russia and China condemned the launch.",http://twitter.com/realDonaldTrump/status/936209447747190784,"November 30, 2017 at 07:25AM"
@realDonaldTrump,Stock Market hits new Record High. Confidence and enthusiasm abound. More great numbers coming out!,http://twitter.com/realDonaldTrump/status/936219599422574592,"November 30, 2017 at 08:05AM"
@realDonaldTrump,"The Dow just broke 24,000 for the first time (another all-time Record). If the Dems had won the Presidential Election, the Market would be down 50% from these levels and Consumer Confidence, which is also at an all-time high, would be “low and glum!”",http://twitter.com/realDonaldTrump/status/936260193536573440,"November 30, 2017 at 10:46AM"
@realDonaldTrump,Thank you @SenOrrinHatch. Let’s continue MAKING AMERICA GREAT AGAIN! https://t.co/PIv9OAVZcf https://t.co/6egRvuwj1l,http://twitter.com/realDonaldTrump/status/936315571708289026,"November 30, 2017 at 02:26PM"
@realDonaldTrump,"Today, it was my great honor to meet with the Crown Prince of Bahrain at the @WhiteHouse. Bahrain and the United States are important partners.

During the Crown Prince’s visit, he is advancing $9 BILLION in commercial deals, including finalizing the purchase of F-16’s... https://t.co/vYuw7UGYmN",http://twitter.com/realDonaldTrump/status/936339260218724353,"November 30, 2017 at 04:00PM"
@realDonaldTrump,"Our FIFTH 1K milestone of 2017!
#DOW24K #MAGA https://t.co/NoVt1uFp0y",http://twitter.com/realDonaldTrump/status/936351772603568130,"November 30, 2017 at 04:50PM"
@realDonaldTrump,"Today is a day that I’ve been looking very much forward to ALL YEAR LONG. It is one that you have heard me speak about many times before. 

Now, as President of the United States, it is my tremendous honor to finally wish America and the world, a very MERRY CHRISTMAS! https://t.co/cTvdlUkfHV",http://twitter.com/realDonaldTrump/status/936393574433939456,"November 30, 2017 at 07:36PM"
@realDonaldTrump,"The Christmas Story begins 2,000 years ago with a mother, a father, their baby son and the most extraordinary gift of all—the gift of God’s love for all of humanity.

Whatever our beliefs, we know that the birth of Jesus Christ and the story of his life... https://t.co/P94C3LjWlx",http://twitter.com/realDonaldTrump/status/936395008139198464,"November 30, 2017 at 07:42PM"
@realDonaldTrump,A disgraceful verdict in the Kate Steinle case! No wonder the people of our Country are so angry with Illegal Immigration.,http://twitter.com/realDonaldTrump/status/936437372706836480,"November 30, 2017 at 10:30PM"
@realDonaldTrump,"The Kate Steinle killer came back and back over the weakly protected Obama border, always committing crimes and being violent, and yet this info was not used in court. His exoneration is a complete travesty of justice. BUILD THE WALL!",http://twitter.com/realDonaldTrump/status/936551346299338752,"December 01, 2017 at 06:03AM"
@realDonaldTrump,The jury was not told the killer of Kate was a 7 time felon. The Schumer/Pelosi Democrats are so weak on Crime that they will pay a big price in the 2018 and 2020 Elections.,http://twitter.com/realDonaldTrump/status/936553863255031809,"December 01, 2017 at 06:13AM"
@realDonaldTrump,Republicans Senators are working hard to pass the biggest Tax Cuts in the history of our Country. The Bill is getting better and better. This is a once in a generation chance. Obstructionist Dems trying to block because they think it is too good and will not be given the credit!,http://twitter.com/realDonaldTrump/status/936555753946705920,"December 01, 2017 at 06:21AM"
@realDonaldTrump,RT @WhiteHouse: President Trump proclaims today as #WorldAIDSDay: https://t.co/AMqW8mWiak https://t.co/XGp8EelNzz,http://twitter.com/realDonaldTrump/status/936646898408218626,"December 01, 2017 at 12:23PM"
@realDonaldTrump,"The media has been speculating that I fired Rex Tillerson or that he would be leaving soon - FAKE NEWS! He’s not leaving and while we disagree on certain subjects, (I call the final shots) we work well together and America is highly respected again!
https://t.co/FrqiPLFJ1E",http://twitter.com/realDonaldTrump/status/936688444046266368,"December 01, 2017 at 03:08PM"
@realDonaldTrump,"Economists on the TAX CUTS and JOBS ACT:

“The enactment of a comprehensive overhaul - complete with a lower corporate tax rate - will IGNITE our ECONOMY with levels of GROWTH not SEEN IN GENERATIONS...” https://t.co/2vCBDtLh3C",http://twitter.com/realDonaldTrump/status/936713881711529986,"December 01, 2017 at 04:49PM"
@realDonaldTrump,We are one step closer to delivering MASSIVE tax cuts for working families across America. Special thanks to @SenateMajLdr Mitch McConnell and Chairman @SenOrrinHatch for shepherding our bill through the Senate. Look forward to signing a final bill before Christmas! https://t.co/gmWTny3SfS,http://twitter.com/realDonaldTrump/status/936864840240398337,"December 02, 2017 at 02:49AM"
@realDonaldTrump,Biggest Tax Bill and Tax Cuts in history just passed in the Senate. Now these great Republicans will be going for final passage. Thank you to House and Senate Republicans for your hard work and commitment!,http://twitter.com/realDonaldTrump/status/936941673124425728,"December 02, 2017 at 07:54AM"
@realDonaldTrump,I had to fire General Flynn because he lied to the Vice President and the FBI. He has pled guilty to those lies. It is a shame because his actions during the transition were lawful. There was nothing to hide!,http://twitter.com/realDonaldTrump/status/937007006526959618,"December 02, 2017 at 12:14PM"
@realDonaldTrump,"62 years ago this week, a brave seamstress in Montgomery, Alabama uttered one word that changed history... https://t.co/eOvCBcMIKX",http://twitter.com/realDonaldTrump/status/937065834635292673,"December 02, 2017 at 04:07PM"
@realDonaldTrump,Great job First Lady Melania! https://t.co/TRuvaftPcD,http://twitter.com/realDonaldTrump/status/937136868608626689,"December 02, 2017 at 08:50PM"
@realDonaldTrump,"So General Flynn lies to the FBI and his life is destroyed, while Crooked Hillary Clinton, on that now famous FBI holiday “interrogation” with no swearing in and no recording, lies many times...and nothing happens to her? Rigged system, or just a double standard?",http://twitter.com/realDonaldTrump/status/937141061343956992,"December 02, 2017 at 09:06PM"
@realDonaldTrump,"Many people in our Country are asking what the “Justice” Department is going to do about the fact that totally Crooked Hillary, AFTER receiving a subpoena from the United States Congress, deleted and “acid washed” 33,000 Emails? No justice!",http://twitter.com/realDonaldTrump/status/937142713211813889,"December 02, 2017 at 09:13PM"
@realDonaldTrump,"Congratulations to @ABC News for suspending Brian Ross for his horrendously inaccurate and dishonest report on the Russia, Russia, Russia Witch Hunt. More Networks and “papers” should do the same with their Fake News!",http://twitter.com/realDonaldTrump/status/937145025359761408,"December 02, 2017 at 09:22PM"
@realDonaldTrump,I never asked Comey to stop investigating Flynn. Just more Fake News covering another Comey lie!,http://twitter.com/realDonaldTrump/status/937279001684598784,"December 03, 2017 at 06:15AM"
@realDonaldTrump,"RT @PressSec: The Trump effect: “The U.S. economy is running at its full potential for the first time in a decade” -WSJ
https://t.co/ee5N0zOU7W",http://twitter.com/realDonaldTrump/status/937279645254340608,"December 03, 2017 at 06:17AM"
@realDonaldTrump,RT @GovChristie: .@POTUS has done more to combat the addiction crisis than any other President. https://t.co/EfjJVrE29G,http://twitter.com/realDonaldTrump/status/937280235384565760,"December 03, 2017 at 06:19AM"
@realDonaldTrump,RT @paulsperry_: BREAKING: top FBI investigator for Mueller--PETER STRZOK--busted sending political text messages bashing Trump &amp; praising Hillary during the 2016 campaign. STRZOK actually LED the Hillary email probe &amp; recommended clearing her; then was tapped to SUPERVISE the Trump Russia probe!,http://twitter.com/realDonaldTrump/status/937286804201451521,"December 03, 2017 at 06:46AM"
@realDonaldTrump,"RT @paulsperry_: Wray needs to clean house. Now we know the politicization even worse than McCabe's ties to McAuliffe/Clinton. It also infected his top investigator PETER STRZOK, who sent texts bashing Trump &amp; praising Hillary during campaign. Strzok led Hillary probe &amp; supervised Trump probe! https://t.co/0y403oeqvX",http://twitter.com/realDonaldTrump/status/937296570256625666,"December 03, 2017 at 07:24AM"
@realDonaldTrump,Such a total miscarriage of Justice in San Francisco! https://t.co/MSIkBCKF3t,http://twitter.com/realDonaldTrump/status/937297341266190336,"December 03, 2017 at 07:27AM"
@realDonaldTrump,"Tainted (no, very dishonest?) FBI “agent’s role in Clinton probe under review.” Led Clinton Email probe. @foxandfriends  Clinton money going to wife of another FBI agent in charge.",http://twitter.com/realDonaldTrump/status/937301085156503552,"December 03, 2017 at 07:42AM"
@realDonaldTrump,"After years of Comey, with the phony and dishonest Clinton investigation (and more), running the FBI, its reputation is in Tatters - worst in History! But fear not, we will bring it back to greatness.",http://twitter.com/realDonaldTrump/status/937305615218696193,"December 03, 2017 at 08:00AM"
@realDonaldTrump,"People who lost money when the Stock Market went down 350 points based on the False and Dishonest reporting of Brian Ross of @ABC News (he has been suspended), should consider hiring a lawyer and suing ABC for the damages this bad reporting has caused - many millions of dollars!",http://twitter.com/realDonaldTrump/status/937309279257792512,"December 03, 2017 at 08:15AM"
@realDonaldTrump,Report: “ANTI-TRUMP FBI AGENT LED CLINTON EMAIL PROBE”  Now it all starts to make sense!,http://twitter.com/realDonaldTrump/status/937314665176207360,"December 03, 2017 at 08:36AM"
@realDonaldTrump,"Democrats refusal to give even one vote for massive Tax Cuts is why we need Republican Roy Moore to win in Alabama. We need his vote on stopping crime, illegal immigration, Border Wall, Military, Pro Life, V.A., Judges 2nd Amendment and more. No to Jones, a Pelosi/Schumer Puppet!",http://twitter.com/realDonaldTrump/status/937641904338063361,"December 04, 2017 at 06:17AM"
@realDonaldTrump,"Putting Pelosi/Schumer Liberal Puppet Jones into office in Alabama would hurt our great Republican Agenda of low on taxes, tough on crime, strong on military and borders...&amp; so much more. Look at your 401-k’s since Election. Highest Stock Market EVER! Jobs are roaring back!",http://twitter.com/realDonaldTrump/status/937652739001212928,"December 04, 2017 at 07:00AM"
@realDonaldTrump,"With the great vote on Cutting Taxes, this could be a big day for the Stock Market - and YOU!",http://twitter.com/realDonaldTrump/status/937653535486959616,"December 04, 2017 at 07:03AM"
@realDonaldTrump,A must watch: Legal Scholar Alan Dershowitz was just on @foxandfriends talking of what is going on with respect to the greatest Witch Hunt in U.S. political history. Enjoy!,http://twitter.com/realDonaldTrump/status/937661677700550656,"December 04, 2017 at 07:35AM"
@realDonaldTrump,"Yesterday, I was thrilled to be with so many WONDERFUL friends, in Utah’s MAGNIFICENT Capitol.

It was my honor to sign two Presidential Proclamations that will modify the national monuments designations of both Bears Ears and Grand Staircase Escalante...
https://t.co/jiTHcPovCi https://t.co/dIpdAUVoRB",http://twitter.com/realDonaldTrump/status/938102355878440960,"December 05, 2017 at 12:46PM"
@realDonaldTrump,"Join me this Friday in Pensacola, Florida at the Pensacola Bay Center! Tickets: https://t.co/zA7SGgWqBE https://t.co/QzFdxQdgAL",http://twitter.com/realDonaldTrump/status/938184577255919623,"December 05, 2017 at 06:13PM"
@realDonaldTrump,"RT @Scavino45: Time lapse video of the border wall prototypes, when they were being built in San Diego. Next phase underway: testing and evaluation period. #BuildTheWall #MAGA🇺🇸 https://t.co/c3nk6X0QBl",http://twitter.com/realDonaldTrump/status/938390844327038977,"December 06, 2017 at 07:53AM"
@realDonaldTrump,MAKE AMERICA GREAT AGAIN!,http://twitter.com/realDonaldTrump/status/938422792080457731,"December 06, 2017 at 10:00AM"
@realDonaldTrump,Our thoughts and prayers are with everyone in the path of California’s wildfires. I encourage everyone to heed the advice and orders of local and state officials. THANK YOU to all First Responders for your incredible work! https://t.co/g9y9PkB352,http://twitter.com/realDonaldTrump/status/938440878577856512,"December 06, 2017 at 11:11AM"
@realDonaldTrump,"Join me live from the @WhiteHouse via #Periscope
https://t.co/wLXKoISSTG",http://twitter.com/realDonaldTrump/status/938469354089385985,"December 06, 2017 at 01:05PM"
@realDonaldTrump,I have determined that it is time to officially recognize Jerusalem as the capital of Israel. I am also directing the State Department to begin preparation to move the American Embassy from Tel Aviv to Jerusalem... https://t.co/YwgWmT0O8m,http://twitter.com/realDonaldTrump/status/938517073508163584,"December 06, 2017 at 04:14PM"
@realDonaldTrump,"RT @ChuckGrassley: Jerusalem Embassy Act of ‘95 (Senate vote 93-5 &amp; I voted for it) states embassy should be in Jerusalem by 5/31/99. For 18 yrs, Rep + Dem presidents waived. Congrats Pres Trump for making this move. Amen!!!",http://twitter.com/realDonaldTrump/status/938752267611721728,"December 07, 2017 at 07:49AM"
@realDonaldTrump,RT @EricTrump: #MakeAmericaGreatAgain https://t.co/YpfVHtq8tE,http://twitter.com/realDonaldTrump/status/938755723902713861,"December 07, 2017 at 08:03AM"
@realDonaldTrump,Go get the new book on Andrew Jackson by Brian Kilmeade...Really good. @foxandfriends,http://twitter.com/realDonaldTrump/status/938756989542457344,"December 07, 2017 at 08:08AM"
@realDonaldTrump,"National Pearl Harbor Remembrance Day - “A day that will live in infamy!” December 7, 1941",http://twitter.com/realDonaldTrump/status/938786402992578560,"December 07, 2017 at 10:04AM"
@realDonaldTrump,"RT @realDonaldTrump: National Pearl Harbor Remembrance Day - “A day that will live in infamy!” December 7, 1941",http://twitter.com/realDonaldTrump/status/938797056440889344,"December 07, 2017 at 10:47AM"
@realDonaldTrump,"Today, our entire nation pauses to REMEMBER PEARL HARBOR—and the brave warriors who on that day stood tall and fought for America. 

God Bless our HEROES who wear the uniform, and God Bless the United States of America. #PearlHarborRemembranceDay🇺🇸 https://t.co/qGhlsPlxtH",http://twitter.com/realDonaldTrump/status/938804374079459329,"December 07, 2017 at 11:16AM"
@realDonaldTrump,"Today, the U.S. flag flies at half-staff at the @WhiteHouse, in honor of National Pearl Harbor Remembrance Day. https://t.co/LkXsBx2JF8 https://t.co/ogmpydr5LK",http://twitter.com/realDonaldTrump/status/938861758038577152,"December 07, 2017 at 03:04PM"
@realDonaldTrump,"Today, as we Remember Pearl Harbor, it was an incredible honor to be joined with surviving Veterans of the attack on 12/7/1941. They are HEROES, and they are living witnesses to American History. All American hearts are filled with gratitude for their service and their sacrifice. https://t.co/x5LDl25o30",http://twitter.com/realDonaldTrump/status/938873956345499654,"December 07, 2017 at 03:52PM"
@realDonaldTrump,"Across the battlefields, oceans, and harrowing skies of Europe and the Pacific throughout the war, one great battle cry could be heard by America’s friends and foes alike:
“REMEMBER PEARL HARBOR.” https://t.co/dfev02TwIr",http://twitter.com/realDonaldTrump/status/938878398608433152,"December 07, 2017 at 04:10PM"
@realDonaldTrump,"Tonight, @FLOTUS Melania and I were thrilled to welcome so many wonderful friends to the @WhiteHouse – and wish them all a very #HappyHanukkah
https://t.co/wyPkpTsP1i https://t.co/XhNXZSBEC8",http://twitter.com/realDonaldTrump/status/939005659982348291,"December 08, 2017 at 12:36AM"
@realDonaldTrump,I fulfilled my campaign promise - others didn’t! https://t.co/bYdaOHmPVJ,http://twitter.com/realDonaldTrump/status/939006911629869056,"December 08, 2017 at 12:41AM"
@realDonaldTrump,"Big crowd expected today in Pensacola, Florida, for a Make America Great Again speech. We have done so much in so short a period of time...and yet are planning to do so much more! See you there!",http://twitter.com/realDonaldTrump/status/939120304542101505,"December 08, 2017 at 08:11AM"
@realDonaldTrump,"LAST thing the Make America Great Again Agenda needs is a Liberal Democrat in Senate where we have so little margin for victory already. The Pelosi/Schumer Puppet Jones would vote against us 100% of the time. He’s bad on Crime, Life, Border, Vets, Guns &amp; Military. VOTE ROY MOORE!",http://twitter.com/realDonaldTrump/status/939149296389251072,"December 08, 2017 at 10:06AM"
@realDonaldTrump,"Fines and penalties against Wells Fargo Bank for their bad acts against their customers and others will not be dropped, as has incorrectly been reported, but will be pursued and, if anything, substantially increased. I will cut Regs but make penalties severe when caught cheating!",http://twitter.com/realDonaldTrump/status/939152197090148352,"December 08, 2017 at 10:18AM"
@POTUS,"JOBS, JOBS, JOBS! https://t.co/FUwemhEaDK",http://twitter.com/POTUS/status/841666212190928901,"March 14, 2017 at 11:03AM"
@POTUS,Great optimism in America – and the results will be even better! https://t.co/TwsySB06ac,http://twitter.com/POTUS/status/841683471428964353,"March 14, 2017 at 12:12PM"
@POTUS,Congratulations Seema! https://t.co/abG2Wc5I0H,http://twitter.com/POTUS/status/841749757726978050,"March 14, 2017 at 04:35PM"
@POTUS,RT @WhiteHouse: Stories like Mr. Summers' are why @POTUS is fighting to #RepealAndReplace #Obamacare. Share your story here:… https://t.co/5P0ikUi6PX,http://twitter.com/POTUS/status/841787137372635136,"March 14, 2017 at 07:04PM"
@POTUS,"RT @Scavino45: Join @POTUS @realDonaldTrump's team on Twitter -- @Cabinet! 
#MakeAmericaGreatAgain🇺🇸 https://t.co/Bq6ewpPjIk",http://twitter.com/POTUS/status/841812296594776064,"March 14, 2017 at 08:44PM"
@POTUS,"Can you imagine what the outcry would be if @SnoopDogg, failing career and all, had aimed and fired the gun at President Obama? Jail time!",http://twitter.com/POTUS/status/841996129856282624,"March 15, 2017 at 08:54AM"
@POTUS,"Will be going to Detroit, Michigan (love), today for a big meeting on bringing back car production to State &amp; U.S. Already happening!",http://twitter.com/POTUS/status/841996445884526593,"March 15, 2017 at 08:56AM"
@POTUS,CEO's most optimistic since 2009. It will only get better as we continue to slash unnecessary regulations and when we begin our big tax cut!,http://twitter.com/POTUS/status/842005251720908800,"March 15, 2017 at 09:31AM"
@POTUS,RT @WhiteHouse: .@POTUS is fighting to #RepealAndReplace #Obamacare because of stories like Mrs. Couey's. Share your own story:… https://t.co/03kbulewVn,http://twitter.com/POTUS/status/842036370419929089,"March 15, 2017 at 11:34AM"
@POTUS,Join me LIVE as I deliver remarks at the American Center for Mobility ➡️ https://t.co/R12kH3S6Ap https://t.co/rQgH8Xw3n1,http://twitter.com/POTUS/status/842076931482890243,"March 15, 2017 at 02:16PM"
@POTUS,"""We are not simply here to honor the past, but to devote ourselves to a new future of American Automotive Leadershi… https://t.co/YAxFmNMYc8",http://twitter.com/POTUS/status/842089893459300352,"March 15, 2017 at 03:07PM"
@POTUS,#BuyAmericanHireAmerican: it's a pledge! https://t.co/93VihEM5Yn,http://twitter.com/POTUS/status/842090674275155969,"March 15, 2017 at 03:10PM"
@POTUS,#MakeAmericaGreatAgain ➡️ https://t.co/R12kH3S6Ap https://t.co/wGnKwFgceJ,http://twitter.com/POTUS/status/842091489563926528,"March 15, 2017 at 03:13PM"
@POTUS,I will be interviewed by @TuckerCarlson tonight at 9:00 P.M. on @FoxNews. Enjoy!,http://twitter.com/POTUS/status/842117325490933760,"March 15, 2017 at 04:56PM"
@POTUS,Andrew Jackson: We thank you for your service. We honor your memory. We build on your legacy &amp; we thank God for the… https://t.co/D3hXIYeutZ,http://twitter.com/POTUS/status/842139935578722304,"March 15, 2017 at 06:26PM"
@POTUS,A budget that puts #AmericaFirst must make safety its no. 1 priority—without safety there can be no prosperity: https://t.co/A0tlzHutF8,http://twitter.com/POTUS/status/842403424486449152,"March 16, 2017 at 11:53AM"
@POTUS,"Congratulations @SenDanCoats!
#MakeAmericaGreatAgain🇺🇸 https://t.co/b3KjESNdyG",http://twitter.com/POTUS/status/842470730205913088,"March 16, 2017 at 04:20PM"
@POTUS,We will rebuild our MILITARY. We will keep our people SAFE. We will take care of our VETS. We will put #AmericaFirst https://t.co/A0tlzHutF8,http://twitter.com/POTUS/status/842472370141052928,"March 16, 2017 at 04:27PM"
@POTUS,Great progress on healthcare. Improvements being made - Republicans coming together!,http://twitter.com/POTUS/status/842506738314166272,"March 16, 2017 at 06:43PM"
@POTUS,My representatives had a great meeting w/ the Hispanic Chamber of Commerce at the WH today. Look forward to tremendous growth &amp; future mtgs!,http://twitter.com/POTUS/status/842506837815640064,"March 16, 2017 at 06:44PM"
@POTUS,RT @DanScavino: Join @POTUS @Cabinet on Twitter! @SecPriceMD @EPAScottPruitt @SecElaineChao @SecretaryZinke @SecretaryCarson… https://t.co/h9OnDeoiOB,http://twitter.com/POTUS/status/842551360822415361,"March 16, 2017 at 09:41PM"
@POTUS,Happy Lá Fheile Phadraig to all of my great Irish friends!,http://twitter.com/POTUS/status/842731171498938368,"March 17, 2017 at 09:35AM"
